"","X","ID","scag_num_1","scag_num_2","scag_num_3","scag_num_4","scag_num_5","scag_num_6","scag_num_7","scag_num_8","scag_num_9","signal","position","lineup","condition_lineup","corr_plots"
"115",115,687,0.213747366412835,0.539073992933159,0.00531251629994098,0.0460294117647059,0.0134228187919463,0.517336901985039,0.429984144579151,0.346988332379129,0.463737208534702,1,15,6,"BN_2","5,7,10,11,15"
"116",116,1920,0.170880394319244,0.587070250698578,0.0042829866799654,0.0542600672335906,0.0344827586206897,0.495587765255527,0.489739171875812,0.382540059950211,6.44733624647769e-05,0,16,6,"BN_2","5,7,10,11,15"
"117",117,1771,0.147504169334842,0.573774145639355,0.00911846327483388,0.0522225940112086,0.0714285714285714,0.587308934729501,0.323580399026357,0.345376434997147,0.0134965304503978,0,17,6,"BN_2","5,7,10,11,15"
"118",118,1869,0.236198727081165,0.564601347304197,0.00141302439383532,0.0466693747154617,0.0233918128654971,0.576928109617196,0.507858254879927,0.362739083304568,0.0090741514194636,0,18,6,"BN_2","5,7,10,11,15"
"119",119,1960,0.257072907613896,0.589072402759101,0.00559966355495193,0.0475597658060825,0.0225988700564972,0.563863362568612,0.408394432540816,0.356333308950902,0.0152460578324182,0,19,6,"BN_2","5,7,10,11,15"
"120",120,1786,0.276603037512787,0.548048297879698,0.00456009360015055,0.0498309573253262,0.0674846625766871,0.560840674309755,0.520880698348442,0.382351213453728,0.0249645664767213,0,20,6,"BN_2","5,7,10,11,15"
"121",2110,21,0,0.587384269586504,0.108125586059487,0.133472110122054,0.0681818181818182,0.284131485372172,0.723966855911718,0.282623291015625,0.419641545895972,0,1,7,"A1_1","14"
"122",2210,22,0.133325499068628,0.606016434999712,0.129976351790936,0.133859267164746,0.024390243902439,0.395159878678841,0.583865660513807,0.421875,0.403488373036549,0,2,7,"A1_1","14"
"123",2310,23,0.125407468000386,0.651590617512573,0.511353516492104,0.11760137754568,0.121951219512195,0.400578599790845,0.468291769894039,0.421875,0.460449825272047,0,3,7,"A1_1","14"
"124",241,24,0,0.548339260477492,0.0654167224683943,0.118583144135421,0.0930232558139535,0.307062710280471,0.696501789681899,0.384673178061608,0.55984918567918,0,4,7,"A1_1","14"
"125",251,25,0,0.663853832563031,0.130158327447198,0.125116976662573,0.0465116279069767,0.288523459283238,0.636096226099753,0.384673178061608,0.625623731748593,0,5,7,"A1_1","14"
"126",2610,26,0,0.651487498570153,0.0799969025023669,0.126894014974002,0,0.28115658931212,0.673886723488342,0.338564710465537,0.459552334546075,0,6,7,"A1_1","14"
"127",2710,27,0,0.506439644067082,0.115480219380995,0.107651881988768,0.0930232558139535,0.231040625242181,0.630964103002407,0.434788657929154,0.536220756933756,0,7,7,"A1_1","14"
"128",2810,28,0,0.502464470093422,0.114530496243789,0.133337832311278,0.0454545454545455,0.201994279302123,0.696101950877646,0.282623291015625,0.333603003474386,0,8,7,"A1_1","14"
"129",2910,29,0,0.734065802296897,0.0911959267510769,0.151423443285461,0.0232558139534884,0.293070861787091,0.673744812170428,0.384673178061608,0.412644490916496,0,9,7,"A1_1","14"
"130",301,30,0,0.470236837927087,0.0444444444444444,0.13972664951685,0.159090909090909,0.305859509036008,0.639967857571844,0.384673178061608,0.480693037177079,0,10,7,"A1_1","14"
"131",311,31,0,0.672334257138565,0.238253299039494,0.131987540987166,0.0697674418604651,0.20884668025924,0.679355594724736,0.512,0.203385117554621,0,11,7,"A1_1","14"
"132",321,32,0,0.455393172085307,0.146043136200886,0.136669764904275,0.13953488372093,0.202380762826051,0.650193540749079,0.26853747776174,0.3568148591099,0,12,7,"A1_1","14"
"133",331,33,0,0.52419814066528,0.096100638320549,0.12805335192672,0.0454545454545455,0.238154667150692,0.647245527746775,0.397542234887034,0.48945228488321,0,13,7,"A1_1","14"
"134",341,34,0,0.470270407860744,0.0487440916521149,0.0866238641776203,0.113636363636364,0.457806795065176,0.551688861312581,0.459078717201166,0.924029757287538,1,14,7,"A1_1","14"
"135",351,35,0.0646784882601623,0.609031154003888,0.0576990083732194,0.129859183172349,0.146341463414634,0.172082899812944,0.667583469047806,0.48907810891282,0.65492292666412,0,15,7,"A1_1","14"
"136",361,36,0,0.672177994450409,0.111275508547185,0.12417084616504,0.0909090909090909,0.322513389832317,0.601764334103027,0.338564710465537,0.61230859000835,0,16,7,"A1_1","14"
"137",371,37,0.0876675973351254,0.518138063217178,0.154600569419357,0.104151404094991,0.0697674418604651,0.396592860285762,0.465089033340746,0.384673178061608,0.266386529282647,0,17,7,"A1_1","14"
"138",381,38,0,0.66751416069182,0.0880593695837385,0.132814350297918,0.119047619047619,0.245119954720559,0.53089428283689,0.48907810891282,0.533961776524043,0,18,7,"A1_1","14"
"139",391,39,0,0.59124237864719,0.0444444444444444,0.127168211343985,0.0454545454545455,0.303000632770533,0.650632061382813,0.324951171875,0.433588062923499,0,19,7,"A1_1","14"
"140",401,40,0.0537366631648701,0.47216966983562,0.344744083946436,0.102708127803654,0.13953488372093,0.241879780706232,0.668231929947324,0.447180948503969,0.551335310316033,0,20,7,"A1_1","14"
"141",811,81,0.0617517971048032,0.807628373933324,0.263855870880099,0.137573346507061,0.142857142857143,0.326933647407569,0.578265150431894,0.357423382900876,0.640492968962734,0,1,8,"A1_3","15"
"142",821,82,0.140058992819653,0.510424274029299,0.409340865452414,0.100062754695963,0.0714285714285714,0.280805486057402,0.56308340060606,0.48907810891282,0.461810965240062,0,2,8,"A1_3","15"
"143",831,83,0,0.660000599559251,0.219251317150091,0.134567394691877,0.116279069767442,0.312746421034959,0.590263286925111,0.447180948503969,0.564456799861255,0,3,8,"A1_3","15"
"144",841,84,0,0.521077168295832,0.0892433120768989,0.123415170395075,0.0454545454545455,0.241774232818811,0.659492772628522,0.397542234887034,0.420120282625391,0,4,8,"A1_3","15"
"145",851,85,0.108902898657382,0.523511710120369,0.386161227089193,0.117041529377867,0.116279069767442,0.343839987738702,0.485260874586699,0.26853747776174,0.453115586524168,0,5,8,"A1_3","15"
"146",861,86,0.0683716471028087,0.683199777205459,0.0454545454545455,0.133222095745442,0.0714285714285714,0.267939376039099,0.692125735122422,0.371307373046875,0.586058707038787,0,6,8,"A1_3","15"
"147",871,87,0.0613792764226943,0.627414201868947,0.395054144666829,0.128982577529252,0.0232558139534884,0.298267884967531,0.562121325878283,0.254037037037037,0.406583181569884,0,7,8,"A1_3","15"
"148",881,88,0.115565478167064,0.539513584959965,0.244467241304426,0.134877645451005,0.0476190476190476,0.220432023263257,0.636356338182042,0.357423382900876,0.372849309825818,0,8,8,"A1_3","15"
"149",891,89,0,0.72039528634709,0.241515294417668,0.146943954994165,0.159090909090909,0.222179342135397,0.644951459904241,0.447180948503969,0.635138718250384,0,9,8,"A1_3","15"
"150",901,90,0.0571701641479672,0.532056768098804,0.141402192771364,0.129105968961982,0.0476190476190476,0.286307312721068,0.533881942846204,0.371307373046875,0.601138147341583,0,10,8,"A1_3","15"
"151",911,91,0,0.617620951954641,0.131969746831591,0.151833650038245,0.0909090909090909,0.303823841821023,0.571241979072328,0.338564710465537,0.405156439953378,0,11,8,"A1_3","15"
"152",921,92,0,0.720233887939018,0.390820480931154,0.129859183172349,0.0697674418604651,0.206650907739191,0.586161589659509,0.578703703703704,0.273392794123239,0,12,8,"A1_3","15"
"153",931,93,0.116181926707531,0.720580145080014,0.143447596938043,0.116918173258769,0.214285714285714,0.353487931787197,0.591277827696839,0.421875,0.501115928157237,0,13,8,"A1_3","15"
"154",941,94,0.106362752368969,0.542980581841557,0.0569751390487231,0.11569458227671,0.0714285714285714,0.243478954668605,0.619580701737613,0.310865697693934,0.303987342434118,0,14,8,"A1_3","15"
"155",951,95,0,0.658677315279823,0.263856930588264,0.0952528234196836,0.0909090909090909,0.63463901316615,0.580842521696616,0.282623291015625,0.94811851420937,1,15,8,"A1_3","15"
"156",961,96,0,0.660818974980389,0.100776506879283,0.125621042530358,0,0.218331530969256,0.666855768170773,0.324951171875,0.469192977426917,0,16,8,"A1_3","15"
"157",971,97,0,0.526230778432663,0.0821936028233881,0.128661979476076,0.0476190476190476,0.276423722667019,0.626942447062187,0.310865697693934,0.319088181490043,0,17,8,"A1_3","15"
"158",981,98,0.0572555461389851,0.539429866362456,0.0890098894741526,0.112696713281452,0.0952380952380952,0.340173217176645,0.549269296184103,0.434788657929154,0.522040469544733,0,18,8,"A1_3","15"
"159",991,99,0,0.513079362787868,0.0464188967313142,0.108521968440866,0.0909090909090909,0.334342322953734,0.672216394263948,0.324951171875,0.676849300401445,0,19,8,"A1_3","15"
"160",1001,100,0.0534245788317061,0.638054270923167,0.0454545454545455,0.125116976662573,0.0697674418604651,0.208432305633746,0.688737743862381,0.384673178061608,0.537582393224557,0,20,8,"A1_3","15"
"161",121,121,0,0.559156597749859,0.0790123456790123,0.0963332695402773,0.0454545454545455,0.584559540410103,0.608537256985666,0.384673178061608,0.935361302757664,1,1,9,"A1_4","1"
"162",122,122,0,0.756495660531088,0.0493641010061073,0.157040364294784,0.0232558139534884,0.352562983669699,0.663118370093983,0.310865697693934,0.541607827090922,0,2,9,"A1_4","1"
"163",123,123,0.217033885523249,0.659994791984326,0.0816667692658322,0.122199626945499,0.0487804878048781,0.166098950468135,0.651484428699736,0.48907810891282,0.694762392616331,0,3,9,"A1_4","1"
"164",124,124,0,0.457049819240249,0.101835722254076,0.113742706056884,0.0454545454545455,0.230327936244512,0.663959953797187,0.397542234887034,0.400424896631015,0,4,9,"A1_4","1"
"165",125,125,0.196231740964738,0.622387990992402,0.28122130815864,0.113190149256778,0.0731707317073171,0.342283251528621,0.598955001303263,0.421875,0.757175755717992,0,5,9,"A1_4","1"
"166",126,126,0.0697242809301036,0.553877055346888,0.11631803686431,0.131394318571257,0.0232558139534884,0.438111068746327,0.537651748742948,0.447180948503969,0.689771719540894,0,6,9,"A1_4","1"
"167",127,127,0,0.550988520409795,0.0444444444444444,0.130104186270985,0,0.217579757782547,0.690684538557659,0.384673178061608,0.495957538550709,0,7,9,"A1_4","1"
"168",128,128,0,0.675699317986056,0.0687098842556697,0.120522687564803,0.204545454545455,0.285475198758213,0.678885767378379,0.638524519890261,0.709986645720873,0,8,9,"A1_4","1"
"169",129,129,0.155545933151382,0.611249005010349,0.212297640658153,0.10556081128148,0.0731707317073171,0.376001724798098,0.59864769125051,0.296296296296296,0.66916124094672,0,9,9,"A1_4","1"
"170",130,130,0.0516557388067107,0.553796634576434,0.315491706201233,0.131382957031058,0.0714285714285714,0.434339070760314,0.48105670798323,0.421875,0.570696891324803,0,10,9,"A1_4","1"
"171",131,131,0,0.702465821883669,0.386582471364107,0.136680686980898,0.0681818181818182,0.260797811226607,0.641114398575582,0.522740912208505,0.639068435106154,0,11,9,"A1_4","1"
"172",132,132,0,0.521549244097713,0.0869190921844901,0.12578334112941,0.113636363636364,0.282241121694414,0.650657120978648,0.397542234887034,0.386627059367039,0,12,9,"A1_4","1"
"173",133,133,0,0.376907243046665,0.335052612880465,0.114061613507478,0.0227272727272727,0.219740330212143,0.671953186362824,0.588138905889088,0.260065592822571,0,13,9,"A1_4","1"
"174",134,134,0,0.645041222760816,0.122270367226973,0.142498252218172,0.0930232558139535,0.234324097777449,0.664498182509121,0.500788723794016,0.471134355578371,0,14,9,"A1_4","1"
"175",135,135,0,0.601334114588309,0.0597529938188752,0.146632086878006,0.0714285714285714,0.28827024332033,0.651814574252727,0.500788723794016,0.417813089213627,0,15,9,"A1_4","1"
"176",136,136,0.0665225660949872,0.612296517794052,0.131776448713015,0.13708056218217,0.0465116279069767,0.212282588781021,0.692504746425147,0.646911337926678,0.531362337936659,0,16,9,"A1_4","1"
"177",137,137,0,0.582925691761446,0.133767076660409,0.137261938537907,0.0681818181818182,0.35474911075523,0.591860404554589,0.338564710465537,0.496220874835636,0,17,9,"A1_4","1"
"178",138,138,0,0.584268987665291,0.193402476273114,0.119231773141037,0.0681818181818182,0.261876077470055,0.694083507372815,0.397542234887034,0.792567595967957,0,18,9,"A1_4","1"
"179",139,139,0,0.628214087167759,0.142745132668735,0.117901408497557,0.25,0.227897856638188,0.576653431364424,0.588138905889088,0.739512915058925,0,19,9,"A1_4","1"
"180",140,140,0.273214936701247,0.660187046922046,0.319445728178157,0.12116914723178,0.0526315789473684,0.311212489418955,0.570350188446698,0.379720365738653,0.391598781000335,0,20,9,"A1_4","1"
"181",181,181,0,0.52830457406552,0.0641693626316655,0.108755561063077,0.113636363636364,0.362442235440301,0.551179938972992,0.397542234887034,0.574189762773485,0,1,10,"A1_5","14"
"182",182,182,0,0.426276151894775,0.156891437841917,0.112307492700862,0.116279069767442,0.234388907145738,0.663608917310089,0.48907810891282,0.554816270076018,0,2,10,"A1_5","14"
"183",183,183,0.0564672312058761,0.611930070816961,0.116820574620842,0.14933551998674,0.0232558139534884,0.343551109182418,0.527469479444573,0.26853747776174,0.391869187276845,0,3,10,"A1_5","14"
"184",184,184,0,0.501527839736223,0.184813723550408,0.131957377576845,0,0.354481804766696,0.604938330506894,0.397542234887034,0.541191106151601,0,4,10,"A1_5","14"
"185",185,185,0.12388791272294,0.494436128994128,0.226798949670526,0.112745271377131,0.0714285714285714,0.206982614858043,0.608045491721643,0.357423382900876,0.272816763280452,0,5,10,"A1_5","14"
"186",186,186,0,0.73464498939125,0.0444444444444444,0.149442107336696,0.204545454545455,0.182573150373093,0.689020247962957,0.384673178061608,0.564237894218489,0,6,10,"A1_5","14"
"187",187,187,0,0.4644479698918,0.107755591208563,0.125097089993662,0.113636363636364,0.3215594737384,0.67584000830354,0.230237319995972,0.497727925071553,0,7,10,"A1_5","14"
"188",188,188,0.0600571661286474,0.566316386774498,0.0806171145018974,0.11881370813314,0.186046511627907,0.237974839625127,0.681527485542196,0.434788657929154,0.720238148553843,0,8,10,"A1_5","14"
"189",189,189,0,0.640955123104559,0.081939186909817,0.154706806201648,0.136363636363636,0.147311320555318,0.611372660638869,0.459078717201166,0.300662763568313,0,9,10,"A1_5","14"
"190",190,190,0.135372279294195,0.464932191750344,0.101150396597751,0.104404309166542,0.024390243902439,0.28698302287226,0.573301506006842,0.186588921282799,0.553763266133207,0,10,10,"A1_5","14"
"191",191,191,0.0726684939419255,0.615345899459953,0.0597203313766382,0.135884730172566,0.0232558139534884,0.2794199543161,0.703792850668012,0.324951171875,0.717810752634483,0,11,10,"A1_5","14"
"192",192,192,0,0.656987250500269,0.0982299204207209,0.124698690606091,0.0909090909090909,0.332427292256994,0.595119630502938,0.338564710465537,0.635498155108571,0,12,10,"A1_5","14"
"193",193,193,0,0.594941758163683,0.110662780566246,0.123193218629682,0.0909090909090909,0.257559841437114,0.543529545972166,0.230237319995972,0.507004253337014,0,13,10,"A1_5","14"
"194",194,194,0,0.636697241855559,0.0923516840917492,0.0933959062200827,0.0681818181818182,0.392837134664371,0.5999527307634,0.384673178061608,0.92835788901734,1,14,10,"A1_5","14"
"195",195,195,0.190922472034947,0.733263354516605,0.203423767068667,0.136553208396826,0.0512820512820513,0.297796743282744,0.572481554072398,0.39437037037037,0.607214788405276,0,15,10,"A1_5","14"
"196",196,196,0.0571151146222637,0.572009594454895,0.193453803870674,0.112267609990653,0.0697674418604651,0.357390468233654,0.567858394514666,0.512,0.502903318603047,0,16,10,"A1_5","14"
"197",197,197,0,0.455764668362004,0.0444444444444444,0.113747080692222,0.0952380952380952,0.281282651152021,0.615407185431993,0.310865697693934,0.70826856585753,0,17,10,"A1_5","14"
"198",198,198,0.181960815534374,0.549004233099635,0.175328886143334,0.110051804834223,0.214285714285714,0.203539172077697,0.584888803038108,0.568839650145773,0.504042926438195,0,18,10,"A1_5","14"
"199",199,199,0,0.790614665533785,0.0680805903097105,0.154549124316412,0.0227272727272727,0.255608738809083,0.664598201845068,0.338564710465537,0.266172006896468,0,19,10,"A1_5","14"
"200",200,200,0,0.610453719347126,0.110472069505415,0.133520566144751,0.181818181818182,0.182559330141302,0.667598709252029,0.338564710465537,0.268536653431583,0,20,10,"A1_5","14"
"201",201,201,0.06689604537422,0.625150262040842,0.253611831693507,0.104637583260926,0,0.28868565387551,0.629402692457157,0.371307373046875,0.60290604414094,0,1,11,"B1_2","14"
"202",202,202,0.057577257368191,0.606537518105989,0.172008805893403,0.133132424142902,0.0232558139534884,0.358511338853464,0.59896222091274,0.578703703703704,0.5710269155747,0,2,11,"B1_2","14"
"203",203,203,0,0.668990002898774,0.115217666340663,0.153346741272898,0.159090909090909,0.24644683730983,0.690530447296163,0.459078717201166,0.487140490167093,0,3,11,"B1_2","14"
"204",204,204,0,0.709856618341691,0.0444444444444444,0.191737121905246,0.0714285714285714,0.195624843185877,0.545655328250557,0.310865697693934,0.180560491441634,0,4,11,"B1_2","14"
"205",205,205,0,0.624478714657308,0.203414956222963,0.113589487678393,0.0476190476190476,0.283838803150326,0.587178022242891,0.310865697693934,0.631081525048363,0,5,11,"B1_2","14"
"206",206,206,0.357950024622412,0.787708752777556,0.206601733330621,0.142236117145847,0.102564102564103,0.150415636504867,0.558595176667006,0.379720365738653,0.521790467942242,0,6,11,"B1_2","14"
"207",207,207,0.122574588496741,0.677381324268676,0.149684686057278,0.141829727409161,0.166666666666667,0.217262038355995,0.616591476156513,0.500788723794016,0.499278064032883,0,7,11,"B1_2","14"
"208",208,208,0.0647582590652121,0.664186098477361,0.159859012234548,0.120125686142784,0.0465116279069767,0.347308422133893,0.640748448483898,0.512,0.604502160465662,0,8,11,"B1_2","14"
"209",209,209,0,0.461218888200025,0.144694732158785,0.1280067135792,0.0681818181818182,0.252599650599399,0.664933779724612,0.397542234887034,0.423492588586258,0,9,11,"B1_2","14"
"210",210,210,0,0.764424761387313,0.134675574175907,0.157764296819016,0.0731707317073171,0.1682101577079,0.677004834080426,0.296296296296296,0.265484771988356,0,10,11,"B1_2","14"
"211",211,211,0.132822009812896,0.804500736803438,0.420157356572102,0.113168166745208,0.142857142857143,0.144873175840989,0.659874561535167,0.434788657929154,0.714599715540204,0,11,11,"B1_2","14"
"212",212,212,0,0.729764719010388,0.0444444444444444,0.154613503692826,0.0227272727272727,0.274704368676071,0.661071452037134,0.282623291015625,0.418467491947731,0,12,11,"B1_2","14"
"213",213,213,0,0.642673982221513,0.139172368529625,0.141548778829596,0.0697674418604651,0.322386752665644,0.607494525560594,0.324951171875,0.536198348399575,0,13,11,"B1_2","14"
"214",214,214,0.315634288033034,0.635154412370441,0.512703673324153,0.0697528406659526,0.0952380952380952,0.109136045453363,0.57724214904692,0.310865697693934,0.239956624344878,1,14,11,"B1_2","14"
"215",215,215,0.0653210150743176,0.659669321851186,0.220098632798712,0.121337400747422,0.0714285714285714,0.387995369039131,0.616027524519602,0.408411936490887,0.641256919337354,0,15,11,"B1_2","14"
"216",216,216,0,0.58373503723229,0.0973439442997417,0.129340857806332,0.0238095238095238,0.298254518249604,0.684248743452823,0.310865697693934,0.653608316922819,0,16,11,"B1_2","14"
"217",217,217,0,0.589009966394296,0.253260644199398,0.131257915181683,0.0465116279069767,0.300733352288101,0.577707798592884,0.26853747776174,0.586417297964007,0,17,11,"B1_2","14"
"218",218,218,0,0.654819871718392,0.0444444444444444,0.152095601753448,0.13953488372093,0.259713838138089,0.721371219119329,0.447180948503969,0.401703580599812,0,18,11,"B1_2","14"
"219",219,219,0,0.651976114935251,0.0444444444444444,0.145661735596807,0.0909090909090909,0.243116398666812,0.650239194789484,0.384673178061608,0.567710812333247,0,19,11,"B1_2","14"
"220",220,220,0,0.669478548264394,0.121461570830895,0.154957479019894,0.0681818181818182,0.217194685506288,0.585886158383606,0.384673178061608,0.573832688458648,0,20,11,"B1_2","14"
"221",221,221,0.0622567030361103,0.778465327119042,0.0821665054082599,0.15516927049183,0.125,0.264795756420989,0.642937652648072,0.476837158203125,0.517057772977775,0,1,12,"B1_3","17"
"222",222,222,0,0.754907519490255,0.198790882794883,0.152226408573371,0.0227272727272727,0.232461530172321,0.570008934514675,0.512,0.443723733464938,0,2,12,"B1_3","17"
"223",223,223,0.212110070487111,0.681636042690016,0.49130058325991,0.115823537823643,0.0731707317073171,0.267576646332548,0.610215864900165,0.239124195333962,0.509306601826904,0,3,12,"B1_3","17"
"224",224,224,0.128171913832751,0.714090982248464,0.0670510088855341,0.129686638230334,0.219512195121951,0.192963842192119,0.753737369635069,0.421875,0.345080952274714,0,4,12,"B1_3","17"
"225",225,225,0,0.578614745512233,0.115452618459932,0.125621042530358,0.0681818181818182,0.306969684686476,0.650658775715503,0.338564710465537,0.639250117696359,0,5,12,"B1_3","17"
"226",226,226,0.0585467892170757,0.59251185890964,0.277750861527316,0.121366103645792,0.0731707317073171,0.440056180566841,0.477584511023861,0.421875,0.434816949665244,0,6,12,"B1_3","17"
"227",227,227,0.0585644324656627,0.439985324718998,0.186045055957376,0.130115659471931,0.0232558139534884,0.222553697639853,0.628955318879948,0.324951171875,0.371045865858343,0,7,12,"B1_3","17"
"228",228,228,0,0.6426858321789,0.334156524748483,0.138244457585569,0.0930232558139535,0.216929921594086,0.620683301601741,0.324951171875,0.477360041016946,0,8,12,"B1_3","17"
"229",229,229,0.0623231032137063,0.719208156228394,0.125301399583778,0.117309062929066,0.0238095238095238,0.219114202885682,0.621458813733511,0.254037037037037,0.563762405349776,0,9,12,"B1_3","17"
"230",230,230,0,0.696988272952514,0.15678125599026,0.150487297391376,0.0697674418604651,0.182481124150402,0.69562329022357,0.447180948503969,0.60143400651583,0,10,12,"B1_3","17"
"231",231,231,0,0.674883969806126,0.0911455103330289,0.118583144135421,0.186046511627907,0.232684299450624,0.600628857752806,0.578703703703704,0.698126717772955,0,11,12,"B1_3","17"
"232",232,232,0,0.786510405998836,0.283287738141045,0.151282075036805,0.0697674418604651,0.182916520913942,0.633643510937906,0.384673178061608,0.527468602900445,0,12,12,"B1_3","17"
"233",233,233,0.187446335124267,0.706053905989128,0.0980923803782148,0.137105969316439,0.0487804878048781,0.194071561148255,0.5766806644435,0.239124195333962,0.455350933136328,0,13,12,"B1_3","17"
"234",234,234,0,0.5853391040542,0.327628193364709,0.124102703011338,0.0454545454545455,0.343345532339655,0.538675425848061,0.230237319995972,0.476632873633576,0,14,12,"B1_3","17"
"235",235,235,0,0.652785208001316,0.14663646618683,0.160686250796329,0.0714285714285714,0.201206093753146,0.721343276946502,0.434788657929154,0.151243048245269,0,15,12,"B1_3","17"
"236",236,236,0,0.723943548061426,0.205001911540621,0.148480066694245,0.0681818181818182,0.179634213073235,0.660049992670085,0.397542234887034,0.436150973610257,0,16,12,"B1_3","17"
"237",237,237,0,0.488612529511066,0.542221846798932,0.073915931177809,0.0232558139534884,0.12181290939059,0.605848946887971,0.384673178061608,0.134930295408731,1,17,12,"B1_3","17"
