"","ID","Rate","N","SD","signal"
"2137",2137,0.75,200,1,0
"2138",2138,1,200,1,0
"2139",2139,1.5,200,1,0
"2140",2140,2,200,1,0
"2141",2141,0.5,200,2,0
"2142",2142,0.75,200,2,0
"2143",2143,1,200,2,0
"2144",2144,1.5,200,2,0
"2145",2145,2,200,2,0
"2146",2146,0.5,200,3,0
"2147",2147,0.75,200,3,0
"2148",2148,1,200,3,0
"2149",2149,1.5,200,3,0
"2150",2150,2,200,3,0
"2151",2151,0.5,200,4,0
"2152",2152,0.75,200,4,0
"2153",2153,1,200,4,0
"2154",2154,1.5,200,4,0
"2155",2155,2,200,4,0
"2156",2156,0.5,200,6,0
"2157",2157,0.75,200,6,0
"2158",2158,1,200,6,0
"2159",2159,1.5,200,6,0
"2160",2160,2,200,6,0
"2161",2161,0.5,200,8,0
"2162",2162,0.75,200,8,0
"2163",2163,1,200,8,0
"2164",2164,1.5,200,8,0
"2165",2165,2,200,8,0
"2166",2166,0.5,200,12,0
"2167",2167,0.75,200,12,0
"2168",2168,1,200,12,0
"2169",2169,1.5,200,12,0
"2170",2170,2,200,12,0
"2171",2171,0.5,300,1,0
"2172",2172,0.75,300,1,0
"2173",2173,1,300,1,0
"2174",2174,1.5,300,1,0
"2175",2175,2,300,1,0
"2176",2176,0.5,300,2,0
"2177",2177,0.75,300,2,0
"2178",2178,1,300,2,0
"2179",2179,1.5,300,2,0
"2180",2180,2,300,2,0
"2181",2181,0.5,300,3,0
"2182",2182,0.75,300,3,0
"2183",2183,1,300,3,0
"2184",2184,1.5,300,3,0
"2185",2185,2,300,3,0
"2186",2186,0.5,300,4,0
"2187",2187,0.75,300,4,0
"2188",2188,1,300,4,0
"2189",2189,1.5,300,4,0
"2190",2190,2,300,4,0
"2191",2191,0.5,300,6,0
"2192",2192,0.75,300,6,0
"2193",2193,1,300,6,0
"2194",2194,1.5,300,6,0
"2195",2195,2,300,6,0
"2196",2196,0.5,300,8,0
"2197",2197,0.75,300,8,0
"2198",2198,1,300,8,0
"2199",2199,1.5,300,8,0
"2200",2200,2,300,8,0
"2201",2201,0.5,300,12,0
"2202",2202,0.75,300,12,0
"2203",2203,1,300,12,0
"2204",2204,1.5,300,12,0
"2205",2205,2,300,12,0
"2206",2206,0.5,400,1,0
"2207",2207,0.75,400,1,0
"2208",2208,1,400,1,0
"2209",2209,1.5,400,1,0
"2210",2210,2,400,1,0
"2211",2211,0.5,400,2,0
"2212",2212,0.75,400,2,0
"2213",2213,1,400,2,0
"2214",2214,1.5,400,2,0
"2215",2215,2,400,2,0
"2216",2216,0.5,400,3,0
"2217",2217,0.75,400,3,0
"2218",2218,1,400,3,0
"2219",2219,1.5,400,3,0
"2220",2220,2,400,3,0
"2221",2221,0.5,400,4,0
"2222",2222,0.75,400,4,0
"2223",2223,1,400,4,0
"2224",2224,1.5,400,4,0
"2225",2225,2,400,4,0
"2226",2226,0.5,400,6,0
"2227",2227,0.75,400,6,0
"2228",2228,1,400,6,0
"2229",2229,1.5,400,6,0
"2230",2230,2,400,6,0
"2231",2231,0.5,400,8,0
"2232",2232,0.75,400,8,0
"2233",2233,1,400,8,0
"2234",2234,1.5,400,8,0
"2235",2235,2,400,8,0
"2236",2236,0.5,400,12,0
"2237",2237,0.75,400,12,0
"2238",2238,1,400,12,0
"2239",2239,1.5,400,12,0
"2240",2240,2,400,12,0
"2241",2241,0.5,500,1,0
"2242",2242,0.75,500,1,0
"2243",2243,1,500,1,0
"2244",2244,1.5,500,1,0
"2245",2245,2,500,1,0
"2246",2246,0.5,500,2,0
"2247",2247,0.75,500,2,0
"2248",2248,1,500,2,0
"2249",2249,1.5,500,2,0
"2250",2250,2,500,2,0
"2251",2251,0.5,500,3,0
"2252",2252,0.75,500,3,0
"2253",2253,1,500,3,0
"2254",2254,1.5,500,3,0
"2255",2255,2,500,3,0
"2256",2256,0.5,500,4,0
"2257",2257,0.75,500,4,0
"2258",2258,1,500,4,0
"2259",2259,1.5,500,4,0
"2260",2260,2,500,4,0
"2261",2261,0.5,500,6,0
"2262",2262,0.75,500,6,0
"2263",2263,1,500,6,0
"2264",2264,1.5,500,6,0
"2265",2265,2,500,6,0
"2266",2266,0.5,500,8,0
"2267",2267,0.75,500,8,0
"2268",2268,1,500,8,0
"2269",2269,1.5,500,8,0
"2270",2270,2,500,8,0
"2271",2271,0.5,500,12,0
"2272",2272,0.75,500,12,0
"2273",2273,1,500,12,0
"2274",2274,1.5,500,12,0
"2275",2275,2,500,12,0
"2276",2276,0.5,100,1,0
"2277",2277,0.75,100,1,0
"2278",2278,1,100,1,0
"2279",2279,1.5,100,1,0
"2280",2280,2,100,1,0
"2281",2281,0.5,100,2,0
"2282",2282,0.75,100,2,0
"2283",2283,1,100,2,0
"2284",2284,1.5,100,2,0
"2285",2285,2,100,2,0
"2286",2286,0.5,100,3,0
"2287",2287,0.75,100,3,0
"2288",2288,1,100,3,0
"2289",2289,1.5,100,3,0
"2290",2290,2,100,3,0
"2291",2291,0.5,100,4,0
"2292",2292,0.75,100,4,0
"2293",2293,1,100,4,0
"2294",2294,1.5,100,4,0
"2295",2295,2,100,4,0
"2296",2296,0.5,100,6,0
"2297",2297,0.75,100,6,0
"2298",2298,1,100,6,0
"2299",2299,1.5,100,6,0
"2300",2300,2,100,6,0
"2301",2301,0.5,100,8,0
"2302",2302,0.75,100,8,0
"2303",2303,1,100,8,0
"2304",2304,1.5,100,8,0
"2305",2305,2,100,8,0
"2306",2306,0.5,100,12,0
"2307",2307,0.75,100,12,0
"2308",2308,1,100,12,0
"2309",2309,1.5,100,12,0
"2310",2310,2,100,12,0
"2311",2311,0.5,200,1,0
"2312",2312,0.75,200,1,0
"2313",2313,1,200,1,0
"2314",2314,1.5,200,1,0
"2315",2315,2,200,1,0
"2316",2316,0.5,200,2,0
"2317",2317,0.75,200,2,0
"2318",2318,1,200,2,0
"2319",2319,1.5,200,2,0
"2320",2320,2,200,2,0
"2321",2321,0.5,200,3,0
"2322",2322,0.75,200,3,0
"2323",2323,1,200,3,0
"2324",2324,1.5,200,3,0
"2325",2325,2,200,3,0
"2326",2326,0.5,200,4,0
"2327",2327,0.75,200,4,0
"2328",2328,1,200,4,0
"2329",2329,1.5,200,4,0
"2330",2330,2,200,4,0
"2331",2331,0.5,200,6,0
"2332",2332,0.75,200,6,0
"2333",2333,1,200,6,0
"2334",2334,1.5,200,6,0
"2335",2335,2,200,6,0
"2336",2336,0.5,200,8,0
"2337",2337,0.75,200,8,0
"2338",2338,1,200,8,0
"2339",2339,1.5,200,8,0
"2340",2340,2,200,8,0
"2341",2341,0.5,200,12,0
"2342",2342,0.75,200,12,0
"2343",2343,1,200,12,0
"2344",2344,1.5,200,12,0
"2345",2345,2,200,12,0
"2346",2346,0.5,300,1,0
"2347",2347,0.75,300,1,0
"2348",2348,1,300,1,0
"2349",2349,1.5,300,1,0
"2350",2350,2,300,1,0
"2351",2351,0.5,300,2,0
"2352",2352,0.75,300,2,0
"2353",2353,1,300,2,0
"2354",2354,1.5,300,2,0
"2355",2355,2,300,2,0
"2356",2356,0.5,300,3,0
"2357",2357,0.75,300,3,0
"2358",2358,1,300,3,0
"2359",2359,1.5,300,3,0
"2360",2360,2,300,3,0
"2361",2361,0.5,300,4,0
"2362",2362,0.75,300,4,0
"2363",2363,1,300,4,0
"2364",2364,1.5,300,4,0
"2365",2365,2,300,4,0
"2366",2366,0.5,300,6,0
"2367",2367,0.75,300,6,0
"2368",2368,1,300,6,0
"2369",2369,1.5,300,6,0
"2370",2370,2,300,6,0
"2371",2371,0.5,300,8,0
"2372",2372,0.75,300,8,0
"2373",2373,1,300,8,0
"2374",2374,1.5,300,8,0
"2375",2375,2,300,8,0
"2376",2376,0.5,300,12,0
"2377",2377,0.75,300,12,0
"2378",2378,1,300,12,0
"2379",2379,1.5,300,12,0
"2380",2380,2,300,12,0
"2381",2381,0.5,400,1,0
"2382",2382,0.75,400,1,0
"2383",2383,1,400,1,0
"2384",2384,1.5,400,1,0
"2385",2385,2,400,1,0
"2386",2386,0.5,400,2,0
"2387",2387,0.75,400,2,0
"2388",2388,1,400,2,0
"2389",2389,1.5,400,2,0
"2390",2390,2,400,2,0
"2391",2391,0.5,400,3,0
"2392",2392,0.75,400,3,0
"2393",2393,1,400,3,0
"2394",2394,1.5,400,3,0
"2395",2395,2,400,3,0
"2396",2396,0.5,400,4,0
"2397",2397,0.75,400,4,0
"2398",2398,1,400,4,0
"2399",2399,1.5,400,4,0
"2400",2400,2,400,4,0
"2401",2401,0.5,400,6,0
"2402",2402,0.75,400,6,0
"2403",2403,1,400,6,0
"2404",2404,1.5,400,6,0
"2405",2405,2,400,6,0
"2406",2406,0.5,400,8,0
"2407",2407,0.75,400,8,0
"2408",2408,1,400,8,0
"2409",2409,1.5,400,8,0
"2410",2410,2,400,8,0
"2411",2411,0.5,400,12,0
"2412",2412,0.75,400,12,0
"2413",2413,1,400,12,0
"2414",2414,1.5,400,12,0
"2415",2415,2,400,12,0
"2416",2416,0.5,500,1,0
"2417",2417,0.75,500,1,0
"2418",2418,1,500,1,0
"2419",2419,1.5,500,1,0
"2420",2420,2,500,1,0
"2421",2421,0.5,500,2,0
"2422",2422,0.75,500,2,0
"2423",2423,1,500,2,0
"2424",2424,1.5,500,2,0
"2425",2425,2,500,2,0
"2426",2426,0.5,500,3,0
"2427",2427,0.75,500,3,0
"2428",2428,1,500,3,0
"2429",2429,1.5,500,3,0
"2430",2430,2,500,3,0
"2431",2431,0.5,500,4,0
"2432",2432,0.75,500,4,0
"2433",2433,1,500,4,0
"2434",2434,1.5,500,4,0
"2435",2435,2,500,4,0
"2436",2436,0.5,500,6,0
"2437",2437,0.75,500,6,0
"2438",2438,1,500,6,0
"2439",2439,1.5,500,6,0
"2440",2440,2,500,6,0
"2441",2441,0.5,500,8,0
"2442",2442,0.75,500,8,0
"2443",2443,1,500,8,0
"2444",2444,1.5,500,8,0
"2445",2445,2,500,8,0
"2446",2446,0.5,500,12,0
"2447",2447,0.75,500,12,0
"2448",2448,1,500,12,0
"2449",2449,1.5,500,12,0
"2450",2450,2,500,12,0
"2451",2451,0.5,100,1,0
"2452",2452,0.75,100,1,0
"2453",2453,1,100,1,0
"2454",2454,1.5,100,1,0
"2455",2455,2,100,1,0
"2456",2456,0.5,100,2,0
"2457",2457,0.75,100,2,0
"2458",2458,1,100,2,0
"2459",2459,1.5,100,2,0
"2460",2460,2,100,2,0
"2461",2461,0.5,100,3,0
"2462",2462,0.75,100,3,0
"2463",2463,1,100,3,0
"2464",2464,1.5,100,3,0
"2465",2465,2,100,3,0
"2466",2466,0.5,100,4,0
"2467",2467,0.75,100,4,0
"2468",2468,1,100,4,0
"2469",2469,1.5,100,4,0
"2470",2470,2,100,4,0
"2471",2471,0.5,100,6,0
"2472",2472,0.75,100,6,0
"2473",2473,1,100,6,0
"2474",2474,1.5,100,6,0
"2475",2475,2,100,6,0
"2476",2476,0.5,100,8,0
"2477",2477,0.75,100,8,0
"2478",2478,1,100,8,0
"2479",2479,1.5,100,8,0
"2480",2480,2,100,8,0
"2481",2481,0.5,100,12,0
"2482",2482,0.75,100,12,0
"2483",2483,1,100,12,0
"2484",2484,1.5,100,12,0
"2485",2485,2,100,12,0
"2486",2486,0.5,200,1,0
"2487",2487,0.75,200,1,0
"2488",2488,1,200,1,0
"2489",2489,1.5,200,1,0
"2490",2490,2,200,1,0
"2491",2491,0.5,200,2,0
"2492",2492,0.75,200,2,0
"2493",2493,1,200,2,0
"2494",2494,1.5,200,2,0
"2495",2495,2,200,2,0
"2496",2496,0.5,200,3,0
"2497",2497,0.75,200,3,0
"2498",2498,1,200,3,0
"2499",2499,1.5,200,3,0
"2500",2500,2,200,3,0
"2501",2501,0.5,200,4,0
"2502",2502,0.75,200,4,0
"2503",2503,1,200,4,0
"2504",2504,1.5,200,4,0
"2505",2505,2,200,4,0
"2506",2506,0.5,200,6,0
"2507",2507,0.75,200,6,0
"2508",2508,1,200,6,0
"2509",2509,1.5,200,6,0
"2510",2510,2,200,6,0
"2511",2511,0.5,200,8,0
"2512",2512,0.75,200,8,0
"2513",2513,1,200,8,0
"2514",2514,1.5,200,8,0
"2515",2515,2,200,8,0
"2516",2516,0.5,200,12,0
"2517",2517,0.75,200,12,0
"2518",2518,1,200,12,0
"2519",2519,1.5,200,12,0
"2520",2520,2,200,12,0
"2521",2521,0.5,300,1,0
"2522",2522,0.75,300,1,0
"2523",2523,1,300,1,0
"2524",2524,1.5,300,1,0
"2525",2525,2,300,1,0
"2526",2526,0.5,300,2,0
"2527",2527,0.75,300,2,0
"2528",2528,1,300,2,0
"2529",2529,1.5,300,2,0
"2530",2530,2,300,2,0
"2531",2531,0.5,300,3,0
"2532",2532,0.75,300,3,0
"2533",2533,1,300,3,0
"2534",2534,1.5,300,3,0
"2535",2535,2,300,3,0
"2536",2536,0.5,300,4,0
"2537",2537,0.75,300,4,0
"2538",2538,1,300,4,0
"2539",2539,1.5,300,4,0
"2540",2540,2,300,4,0
"2541",2541,0.5,300,6,0
"2542",2542,0.75,300,6,0
"2543",2543,1,300,6,0
"2544",2544,1.5,300,6,0
"2545",2545,2,300,6,0
"2546",2546,0.5,300,8,0
"2547",2547,0.75,300,8,0
"2548",2548,1,300,8,0
"2549",2549,1.5,300,8,0
"2550",2550,2,300,8,0
"2551",2551,0.5,300,12,0
"2552",2552,0.75,300,12,0
"2553",2553,1,300,12,0
"2554",2554,1.5,300,12,0
"2555",2555,2,300,12,0
"2556",2556,0.5,400,1,0
"2557",2557,0.75,400,1,0
"2558",2558,1,400,1,0
"2559",2559,1.5,400,1,0
"2560",2560,2,400,1,0
"2561",2561,0.5,400,2,0
"2562",2562,0.75,400,2,0
"2563",2563,1,400,2,0
"2564",2564,1.5,400,2,0
"2565",2565,2,400,2,0
"2566",2566,0.5,400,3,0
"2567",2567,0.75,400,3,0
"2568",2568,1,400,3,0
"2569",2569,1.5,400,3,0
"2570",2570,2,400,3,0
"2571",2571,0.5,400,4,0
"2572",2572,0.75,400,4,0
"2573",2573,1,400,4,0
"2574",2574,1.5,400,4,0
"2575",2575,2,400,4,0
"2576",2576,0.5,400,6,0
"2577",2577,0.75,400,6,0
"2578",2578,1,400,6,0
"2579",2579,1.5,400,6,0
"2580",2580,2,400,6,0
"2581",2581,0.5,400,8,0
"2582",2582,0.75,400,8,0
"2583",2583,1,400,8,0
"2584",2584,1.5,400,8,0
"2585",2585,2,400,8,0
"2586",2586,0.5,400,12,0
"2587",2587,0.75,400,12,0
"2588",2588,1,400,12,0
"2589",2589,1.5,400,12,0
"2590",2590,2,400,12,0
"2591",2591,0.5,500,1,0
"2592",2592,0.75,500,1,0
"2593",2593,1,500,1,0
"2594",2594,1.5,500,1,0
"2595",2595,2,500,1,0
"2596",2596,0.5,500,2,0
"2597",2597,0.75,500,2,0
"2598",2598,1,500,2,0
"2599",2599,1.5,500,2,0
"2600",2600,2,500,2,0
"2601",2601,0.5,500,3,0
"2602",2602,0.75,500,3,0
"2603",2603,1,500,3,0
"2604",2604,1.5,500,3,0
"2605",2605,2,500,3,0
"2606",2606,0.5,500,4,0
"2607",2607,0.75,500,4,0
"2608",2608,1,500,4,0
"2609",2609,1.5,500,4,0
"2610",2610,2,500,4,0
"2611",2611,0.5,500,6,0
"2612",2612,0.75,500,6,0
"2613",2613,1,500,6,0
"2614",2614,1.5,500,6,0
"2615",2615,2,500,6,0
"2616",2616,0.5,500,8,0
"2617",2617,0.75,500,8,0
"2618",2618,1,500,8,0
"2619",2619,1.5,500,8,0
"2620",2620,2,500,8,0
"2621",2621,0.5,500,12,0
"2622",2622,0.75,500,12,0
"2623",2623,1,500,12,0
"2624",2624,1.5,500,12,0
"2625",2625,2,500,12,0
"2626",2626,0.5,100,1,0
"2627",2627,0.75,100,1,0
"2628",2628,1,100,1,0
"2629",2629,1.5,100,1,0
"2630",2630,2,100,1,0
"2631",2631,0.5,100,2,0
"2632",2632,0.75,100,2,0
"2633",2633,1,100,2,0
"2634",2634,1.5,100,2,0
"2635",2635,2,100,2,0
"2636",2636,0.5,100,3,0
"2637",2637,0.75,100,3,0
"2638",2638,1,100,3,0
"2639",2639,1.5,100,3,0
"2640",2640,2,100,3,0
"2641",2641,0.5,100,4,0
"2642",2642,0.75,100,4,0
"2643",2643,1,100,4,0
"2644",2644,1.5,100,4,0
"2645",2645,2,100,4,0
"2646",2646,0.5,100,6,0
"2647",2647,0.75,100,6,0
"2648",2648,1,100,6,0
"2649",2649,1.5,100,6,0
"2650",2650,2,100,6,0
"2651",2651,0.5,100,8,0
"2652",2652,0.75,100,8,0
"2653",2653,1,100,8,0
"2654",2654,1.5,100,8,0
"2655",2655,2,100,8,0
"2656",2656,0.5,100,12,0
"2657",2657,0.75,100,12,0
"2658",2658,1,100,12,0
"2659",2659,1.5,100,12,0
"2660",2660,2,100,12,0
"2661",2661,0.5,200,1,0
"2662",2662,0.75,200,1,0
"2663",2663,1,200,1,0
"2664",2664,1.5,200,1,0
"2665",2665,2,200,1,0
"2666",2666,0.5,200,2,0
"2667",2667,0.75,200,2,0
"2668",2668,1,200,2,0
"2669",2669,1.5,200,2,0
"2670",2670,2,200,2,0
"2671",2671,0.5,200,3,0
"2672",2672,0.75,200,3,0
"2673",2673,1,200,3,0
"2674",2674,1.5,200,3,0
"2675",2675,2,200,3,0
"2676",2676,0.5,200,4,0
"2677",2677,0.75,200,4,0
"2678",2678,1,200,4,0
"2679",2679,1.5,200,4,0
"2680",2680,2,200,4,0
"2681",2681,0.5,200,6,0
"2682",2682,0.75,200,6,0
"2683",2683,1,200,6,0
"2684",2684,1.5,200,6,0
"2685",2685,2,200,6,0
"2686",2686,0.5,200,8,0
"2687",2687,0.75,200,8,0
"2688",2688,1,200,8,0
"2689",2689,1.5,200,8,0
"2690",2690,2,200,8,0
"2691",2691,0.5,200,12,0
"2692",2692,0.75,200,12,0
"2693",2693,1,200,12,0
"2694",2694,1.5,200,12,0
"2695",2695,2,200,12,0
"2696",2696,0.5,300,1,0
"2697",2697,0.75,300,1,0
"2698",2698,1,300,1,0
"2699",2699,1.5,300,1,0
"2700",2700,2,300,1,0
"2701",2701,0.5,300,2,0
"2702",2702,0.75,300,2,0
"2703",2703,1,300,2,0
"2704",2704,1.5,300,2,0
"2705",2705,2,300,2,0
"2706",2706,0.5,300,3,0
"2707",2707,0.75,300,3,0
"2708",2708,1,300,3,0
"2709",2709,1.5,300,3,0
"2710",2710,2,300,3,0
"2711",2711,0.5,300,4,0
"2712",2712,0.75,300,4,0
"2713",2713,1,300,4,0
"2714",2714,1.5,300,4,0
"2715",2715,2,300,4,0
"2716",2716,0.5,300,6,0
"2717",2717,0.75,300,6,0
"2718",2718,1,300,6,0
"2719",2719,1.5,300,6,0
"2720",2720,2,300,6,0
"2721",2721,0.5,300,8,0
"2722",2722,0.75,300,8,0
"2723",2723,1,300,8,0
"2724",2724,1.5,300,8,0
"2725",2725,2,300,8,0
"2726",2726,0.5,300,12,0
"2727",2727,0.75,300,12,0
"2728",2728,1,300,12,0
"2729",2729,1.5,300,12,0
"2730",2730,2,300,12,0
"2731",2731,0.5,400,1,0
"2732",2732,0.75,400,1,0
"2733",2733,1,400,1,0
"2734",2734,1.5,400,1,0
"2735",2735,2,400,1,0
"2736",2736,0.5,400,2,0
"2737",2737,0.75,400,2,0
"2738",2738,1,400,2,0
"2739",2739,1.5,400,2,0
"2740",2740,2,400,2,0
"2741",2741,0.5,400,3,0
"2742",2742,0.75,400,3,0
"2743",2743,1,400,3,0
"2744",2744,1.5,400,3,0
"2745",2745,2,400,3,0
"2746",2746,0.5,400,4,0
"2747",2747,0.75,400,4,0
"2748",2748,1,400,4,0
"2749",2749,1.5,400,4,0
"2750",2750,2,400,4,0
"2751",2751,0.5,400,6,0
"2752",2752,0.75,400,6,0
"2753",2753,1,400,6,0
"2754",2754,1.5,400,6,0
"2755",2755,2,400,6,0
"2756",2756,0.5,400,8,0
"2757",2757,0.75,400,8,0
"2758",2758,1,400,8,0
"2759",2759,1.5,400,8,0
"2760",2760,2,400,8,0
"2761",2761,0.5,400,12,0
"2762",2762,0.75,400,12,0
"2763",2763,1,400,12,0
"2764",2764,1.5,400,12,0
"2765",2765,2,400,12,0
"2766",2766,0.5,500,1,0
"2767",2767,0.75,500,1,0
"2768",2768,1,500,1,0
"2769",2769,1.5,500,1,0
"2770",2770,2,500,1,0
"2771",2771,0.5,500,2,0
"2772",2772,0.75,500,2,0
"2773",2773,1,500,2,0
"2774",2774,1.5,500,2,0
"2775",2775,2,500,2,0
"2776",2776,0.5,500,3,0
"2777",2777,0.75,500,3,0
"2778",2778,1,500,3,0
"2779",2779,1.5,500,3,0
"2780",2780,2,500,3,0
"2781",2781,0.5,500,4,0
"2782",2782,0.75,500,4,0
"2783",2783,1,500,4,0
"2784",2784,1.5,500,4,0
"2785",2785,2,500,4,0
"2786",2786,0.5,500,6,0
"2787",2787,0.75,500,6,0
"2788",2788,1,500,6,0
"2789",2789,1.5,500,6,0
"2790",2790,2,500,6,0
"2791",2791,0.5,500,8,0
"2792",2792,0.75,500,8,0
"2793",2793,1,500,8,0
"2794",2794,1.5,500,8,0
"2795",2795,2,500,8,0
"2796",2796,0.5,500,12,0
"2797",2797,0.75,500,12,0
"2798",2798,1,500,12,0
"2799",2799,1.5,500,12,0
"2800",2800,2,500,12,0
"2801",2801,0.5,100,1,0
"2802",2802,0.75,100,1,0
"2803",2803,1,100,1,0
"2804",2804,1.5,100,1,0
"2805",2805,2,100,1,0
"2806",2806,0.5,100,2,0
"2807",2807,0.75,100,2,0
"2808",2808,1,100,2,0
"2809",2809,1.5,100,2,0
"2810",2810,2,100,2,0
"2811",2811,0.5,100,3,0
"2812",2812,0.75,100,3,0
"2813",2813,1,100,3,0
"2814",2814,1.5,100,3,0
"2815",2815,2,100,3,0
"2816",2816,0.5,100,4,0
"2817",2817,0.75,100,4,0
"2818",2818,1,100,4,0
