"","ID","R","N","sd","interest"
"1",1,0.4,100,0.3,1
"2",2,0.4,100,0.35,1
"3",3,0.4,100,0.4,1
"4",4,0.4,100,0.45,1
"5",5,0.4,100,0.5,1
"6",6,0.4,100,0.55,1
"7",7,0.4,100,0.6,1
"8",8,0.4,100,0.65,1
"9",9,0.4,100,0.7,1
"10",10,0.4,100,0.75,1
"11",11,0.4,100,0.8,1
"12",12,0.4,100,0.85,1
"13",13,0.4,100,0.9,1
"14",14,0.4,100,0.95,1
"15",15,0.4,100,1,1
"16",16,0.45,100,0.3,1
"17",17,0.45,100,0.35,1
"18",18,0.45,100,0.4,1
"19",19,0.45,100,0.45,1
"20",20,0.45,100,0.5,1
"21",21,0.45,100,0.55,1
"22",22,0.45,100,0.6,1
"23",23,0.45,100,0.65,1
"24",24,0.45,100,0.7,1
"25",25,0.45,100,0.75,1
"26",26,0.45,100,0.8,1
"27",27,0.45,100,0.85,1
"28",28,0.45,100,0.9,1
"29",29,0.45,100,0.95,1
"30",30,0.45,100,1,1
"31",31,0.5,100,0.3,1
"32",32,0.5,100,0.35,1
"33",33,0.5,100,0.4,1
"34",34,0.5,100,0.45,1
"35",35,0.5,100,0.5,1
"36",36,0.5,100,0.55,1
"37",37,0.5,100,0.6,1
"38",38,0.5,100,0.65,1
"39",39,0.5,100,0.7,1
"40",40,0.5,100,0.75,1
"41",41,0.5,100,0.8,1
"42",42,0.5,100,0.85,1
"43",43,0.5,100,0.9,1
"44",44,0.5,100,0.95,1
"45",45,0.5,100,1,1
"46",46,0.55,100,0.3,1
"47",47,0.55,100,0.35,1
"48",48,0.55,100,0.4,1
"49",49,0.55,100,0.45,1
"50",50,0.55,100,0.5,1
"51",51,0.55,100,0.55,1
"52",52,0.55,100,0.6,1
"53",53,0.55,100,0.65,1
"54",54,0.55,100,0.7,1
"55",55,0.55,100,0.75,1
"56",56,0.55,100,0.8,1
"57",57,0.55,100,0.85,1
"58",58,0.55,100,0.9,1
"59",59,0.55,100,0.95,1
"60",60,0.55,100,1,1
"61",61,0.6,100,0.3,1
"62",62,0.6,100,0.35,1
"63",63,0.6,100,0.4,1
"64",64,0.6,100,0.45,1
"65",65,0.6,100,0.5,1
"66",66,0.6,100,0.55,1
"67",67,0.6,100,0.6,1
"68",68,0.6,100,0.65,1
"69",69,0.6,100,0.7,1
"70",70,0.6,100,0.75,1
"71",71,0.6,100,0.8,1
"72",72,0.6,100,0.85,1
"73",73,0.6,100,0.9,1
"74",74,0.6,100,0.95,1
"75",75,0.6,100,1,1
"76",76,0.65,100,0.3,1
"77",77,0.65,100,0.35,1
"78",78,0.65,100,0.4,1
"79",79,0.65,100,0.45,1
"80",80,0.65,100,0.5,1
"81",81,0.65,100,0.55,1
"82",82,0.65,100,0.6,1
"83",83,0.65,100,0.65,1
"84",84,0.65,100,0.7,1
"85",85,0.65,100,0.75,1
"86",86,0.65,100,0.8,1
"87",87,0.65,100,0.85,1
"88",88,0.65,100,0.9,1
"89",89,0.65,100,0.95,1
"90",90,0.65,100,1,1
"91",91,0.7,100,0.3,1
"92",92,0.7,100,0.35,1
"93",93,0.7,100,0.4,1
"94",94,0.7,100,0.45,1
"95",95,0.7,100,0.5,1
"96",96,0.7,100,0.55,1
"97",97,0.7,100,0.6,1
"98",98,0.7,100,0.65,1
"99",99,0.7,100,0.7,1
"100",100,0.7,100,0.75,1
"101",101,0.7,100,0.8,1
"102",102,0.7,100,0.85,1
"103",103,0.7,100,0.9,1
"104",104,0.7,100,0.95,1
"105",105,0.7,100,1,1
"106",106,0.75,100,0.3,1
"107",107,0.75,100,0.35,1
"108",108,0.75,100,0.4,1
"109",109,0.75,100,0.45,1
"110",110,0.75,100,0.5,1
"111",111,0.75,100,0.55,1
"112",112,0.75,100,0.6,1
"113",113,0.75,100,0.65,1
"114",114,0.75,100,0.7,1
"115",115,0.75,100,0.75,1
"116",116,0.75,100,0.8,1
"117",117,0.75,100,0.85,1
"118",118,0.75,100,0.9,1
"119",119,0.75,100,0.95,1
"120",120,0.75,100,1,1
"121",121,0.8,100,0.3,1
"122",122,0.8,100,0.35,1
"123",123,0.8,100,0.4,1
"124",124,0.8,100,0.45,1
"125",125,0.8,100,0.5,1
"126",126,0.8,100,0.55,1
"127",127,0.8,100,0.6,1
"128",128,0.8,100,0.65,1
"129",129,0.8,100,0.7,1
"130",130,0.8,100,0.75,1
"131",131,0.8,100,0.8,1
"132",132,0.8,100,0.85,1
"133",133,0.8,100,0.9,1
"134",134,0.8,100,0.95,1
"135",135,0.8,100,1,1
"136",136,0.85,100,0.3,1
"137",137,0.85,100,0.35,1
"138",138,0.85,100,0.4,1
"139",139,0.85,100,0.45,1
"140",140,0.85,100,0.5,1
"141",141,0.85,100,0.55,1
"142",142,0.85,100,0.6,1
"143",143,0.85,100,0.65,1
"144",144,0.85,100,0.7,1
"145",145,0.85,100,0.75,1
"146",146,0.85,100,0.8,1
"147",147,0.85,100,0.85,1
"148",148,0.85,100,0.9,1
"149",149,0.85,100,0.95,1
"150",150,0.85,100,1,1
"151",151,0.9,100,0.3,1
"152",152,0.9,100,0.35,1
"153",153,0.9,100,0.4,1
"154",154,0.9,100,0.45,1
"155",155,0.9,100,0.5,1
"156",156,0.9,100,0.55,1
"157",157,0.9,100,0.6,1
"158",158,0.9,100,0.65,1
"159",159,0.9,100,0.7,1
"160",160,0.9,100,0.75,1
"161",161,0.9,100,0.8,1
"162",162,0.9,100,0.85,1
"163",163,0.9,100,0.9,1
"164",164,0.9,100,0.95,1
"165",165,0.9,100,1,1
"166",166,0.4,200,0.3,1
"167",167,0.4,200,0.35,1
"168",168,0.4,200,0.4,1
"169",169,0.4,200,0.45,1
"170",170,0.4,200,0.5,1
"171",171,0.4,200,0.55,1
"172",172,0.4,200,0.6,1
"173",173,0.4,200,0.65,1
"174",174,0.4,200,0.7,1
"175",175,0.4,200,0.75,1
"176",176,0.4,200,0.8,1
"177",177,0.4,200,0.85,1
"178",178,0.4,200,0.9,1
"179",179,0.4,200,0.95,1
"180",180,0.4,200,1,1
"181",181,0.45,200,0.3,1
"182",182,0.45,200,0.35,1
"183",183,0.45,200,0.4,1
"184",184,0.45,200,0.45,1
"185",185,0.45,200,0.5,1
"186",186,0.45,200,0.55,1
"187",187,0.45,200,0.6,1
"188",188,0.45,200,0.65,1
"189",189,0.45,200,0.7,1
"190",190,0.45,200,0.75,1
"191",191,0.45,200,0.8,1
"192",192,0.45,200,0.85,1
"193",193,0.45,200,0.9,1
"194",194,0.45,200,0.95,1
"195",195,0.45,200,1,1
"196",196,0.5,200,0.3,1
"197",197,0.5,200,0.35,1
"198",198,0.5,200,0.4,1
"199",199,0.5,200,0.45,1
"200",200,0.5,200,0.5,1
"201",201,0.5,200,0.55,1
"202",202,0.5,200,0.6,1
"203",203,0.5,200,0.65,1
"204",204,0.5,200,0.7,1
"205",205,0.5,200,0.75,1
"206",206,0.5,200,0.8,1
"207",207,0.5,200,0.85,1
"208",208,0.5,200,0.9,1
"209",209,0.5,200,0.95,1
"210",210,0.5,200,1,1
"211",211,0.55,200,0.3,1
"212",212,0.55,200,0.35,1
"213",213,0.55,200,0.4,1
"214",214,0.55,200,0.45,1
"215",215,0.55,200,0.5,1
"216",216,0.55,200,0.55,1
"217",217,0.55,200,0.6,1
"218",218,0.55,200,0.65,1
"219",219,0.55,200,0.7,1
"220",220,0.55,200,0.75,1
"221",221,0.55,200,0.8,1
"222",222,0.55,200,0.85,1
"223",223,0.55,200,0.9,1
"224",224,0.55,200,0.95,1
"225",225,0.55,200,1,1
"226",226,0.6,200,0.3,1
"227",227,0.6,200,0.35,1
"228",228,0.6,200,0.4,1
"229",229,0.6,200,0.45,1
"230",230,0.6,200,0.5,1
"231",231,0.6,200,0.55,1
"232",232,0.6,200,0.6,1
"233",233,0.6,200,0.65,1
"234",234,0.6,200,0.7,1
"235",235,0.6,200,0.75,1
"236",236,0.6,200,0.8,1
"237",237,0.6,200,0.85,1
"238",238,0.6,200,0.9,1
"239",239,0.6,200,0.95,1
"240",240,0.6,200,1,1
"241",241,0.65,200,0.3,1
"242",242,0.65,200,0.35,1
"243",243,0.65,200,0.4,1
"244",244,0.65,200,0.45,1
"245",245,0.65,200,0.5,1
"246",246,0.65,200,0.55,1
"247",247,0.65,200,0.6,1
"248",248,0.65,200,0.65,1
"249",249,0.65,200,0.7,1
"250",250,0.65,200,0.75,1
"251",251,0.65,200,0.8,1
"252",252,0.65,200,0.85,1
"253",253,0.65,200,0.9,1
"254",254,0.65,200,0.95,1
"255",255,0.65,200,1,1
"256",256,0.7,200,0.3,1
"257",257,0.7,200,0.35,1
"258",258,0.7,200,0.4,1
"259",259,0.7,200,0.45,1
"260",260,0.7,200,0.5,1
"261",261,0.7,200,0.55,1
"262",262,0.7,200,0.6,1
"263",263,0.7,200,0.65,1
"264",264,0.7,200,0.7,1
"265",265,0.7,200,0.75,1
"266",266,0.7,200,0.8,1
"267",267,0.7,200,0.85,1
"268",268,0.7,200,0.9,1
"269",269,0.7,200,0.95,1
"270",270,0.7,200,1,1
"271",271,0.75,200,0.3,1
"272",272,0.75,200,0.35,1
"273",273,0.75,200,0.4,1
"274",274,0.75,200,0.45,1
"275",275,0.75,200,0.5,1
"276",276,0.75,200,0.55,1
"277",277,0.75,200,0.6,1
"278",278,0.75,200,0.65,1
"279",279,0.75,200,0.7,1
"280",280,0.75,200,0.75,1
"281",281,0.75,200,0.8,1
"282",282,0.75,200,0.85,1
"283",283,0.75,200,0.9,1
"284",284,0.75,200,0.95,1
"285",285,0.75,200,1,1
"286",286,0.8,200,0.3,1
"287",287,0.8,200,0.35,1
"288",288,0.8,200,0.4,1
"289",289,0.8,200,0.45,1
"290",290,0.8,200,0.5,1
"291",291,0.8,200,0.55,1
"292",292,0.8,200,0.6,1
"293",293,0.8,200,0.65,1
"294",294,0.8,200,0.7,1
"295",295,0.8,200,0.75,1
"296",296,0.8,200,0.8,1
"297",297,0.8,200,0.85,1
"298",298,0.8,200,0.9,1
"299",299,0.8,200,0.95,1
"300",300,0.8,200,1,1
"301",301,0.85,200,0.3,1
"302",302,0.85,200,0.35,1
"303",303,0.85,200,0.4,1
"304",304,0.85,200,0.45,1
"305",305,0.85,200,0.5,1
"306",306,0.85,200,0.55,1
"307",307,0.85,200,0.6,1
"308",308,0.85,200,0.65,1
"309",309,0.85,200,0.7,1
"310",310,0.85,200,0.75,1
"311",311,0.85,200,0.8,1
"312",312,0.85,200,0.85,1
"313",313,0.85,200,0.9,1
"314",314,0.85,200,0.95,1
"315",315,0.85,200,1,1
"316",316,0.9,200,0.3,1
"317",317,0.9,200,0.35,1
"318",318,0.9,200,0.4,1
"319",319,0.9,200,0.45,1
"320",320,0.9,200,0.5,1
"321",321,0.9,200,0.55,1
"322",322,0.9,200,0.6,1
"323",323,0.9,200,0.65,1
"324",324,0.9,200,0.7,1
"325",325,0.9,200,0.75,1
"326",326,0.9,200,0.8,1
"327",327,0.9,200,0.85,1
"328",328,0.9,200,0.9,1
"329",329,0.9,200,0.95,1
"330",330,0.9,200,1,1
"331",331,0.4,300,0.3,1
"332",332,0.4,300,0.35,1
"333",333,0.4,300,0.4,1
"334",334,0.4,300,0.45,1
"335",335,0.4,300,0.5,1
"336",336,0.4,300,0.55,1
"337",337,0.4,300,0.6,1
"338",338,0.4,300,0.65,1
"339",339,0.4,300,0.7,1
"340",340,0.4,300,0.75,1
"341",341,0.4,300,0.8,1
"342",342,0.4,300,0.85,1
"343",343,0.4,300,0.9,1
"344",344,0.4,300,0.95,1
"345",345,0.4,300,1,1
"346",346,0.45,300,0.3,1
"347",347,0.45,300,0.35,1
"348",348,0.45,300,0.4,1
"349",349,0.45,300,0.45,1
"350",350,0.45,300,0.5,1
"351",351,0.45,300,0.55,1
"352",352,0.45,300,0.6,1
"353",353,0.45,300,0.65,1
"354",354,0.45,300,0.7,1
"355",355,0.45,300,0.75,1
"356",356,0.45,300,0.8,1
"357",357,0.45,300,0.85,1
"358",358,0.45,300,0.9,1
"359",359,0.45,300,0.95,1
"360",360,0.45,300,1,1
"361",361,0.5,300,0.3,1
"362",362,0.5,300,0.35,1
"363",363,0.5,300,0.4,1
"364",364,0.5,300,0.45,1
"365",365,0.5,300,0.5,1
"366",366,0.5,300,0.55,1
"367",367,0.5,300,0.6,1
"368",368,0.5,300,0.65,1
"369",369,0.5,300,0.7,1
"370",370,0.5,300,0.75,1
"371",371,0.5,300,0.8,1
"372",372,0.5,300,0.85,1
"373",373,0.5,300,0.9,1
"374",374,0.5,300,0.95,1
"375",375,0.5,300,1,1
"376",376,0.55,300,0.3,1
"377",377,0.55,300,0.35,1
"378",378,0.55,300,0.4,1
"379",379,0.55,300,0.45,1
"380",380,0.55,300,0.5,1
"381",381,0.55,300,0.55,1
"382",382,0.55,300,0.6,1
"383",383,0.55,300,0.65,1
"384",384,0.55,300,0.7,1
"385",385,0.55,300,0.75,1
"386",386,0.55,300,0.8,1
"387",387,0.55,300,0.85,1
"388",388,0.55,300,0.9,1
"389",389,0.55,300,0.95,1
"390",390,0.55,300,1,1
"391",391,0.6,300,0.3,1
"392",392,0.6,300,0.35,1
"393",393,0.6,300,0.4,1
"394",394,0.6,300,0.45,1
"395",395,0.6,300,0.5,1
"396",396,0.6,300,0.55,1
"397",397,0.6,300,0.6,1
"398",398,0.6,300,0.65,1
"399",399,0.6,300,0.7,1
"400",400,0.6,300,0.75,1
"401",401,0.6,300,0.8,1
"402",402,0.6,300,0.85,1
"403",403,0.6,300,0.9,1
"404",404,0.6,300,0.95,1
"405",405,0.6,300,1,1
"406",406,0.65,300,0.3,1
"407",407,0.65,300,0.35,1
"408",408,0.65,300,0.4,1
"409",409,0.65,300,0.45,1
"410",410,0.65,300,0.5,1
"411",411,0.65,300,0.55,1
"412",412,0.65,300,0.6,1
"413",413,0.65,300,0.65,1
"414",414,0.65,300,0.7,1
"415",415,0.65,300,0.75,1
"416",416,0.65,300,0.8,1
"417",417,0.65,300,0.85,1
"418",418,0.65,300,0.9,1
"419",419,0.65,300,0.95,1
"420",420,0.65,300,1,1
"421",421,0.7,300,0.3,1
"422",422,0.7,300,0.35,1
"423",423,0.7,300,0.4,1
"424",424,0.7,300,0.45,1
"425",425,0.7,300,0.5,1
"426",426,0.7,300,0.55,1
"427",427,0.7,300,0.6,1
"428",428,0.7,300,0.65,1
"429",429,0.7,300,0.7,1
"430",430,0.7,300,0.75,1
"431",431,0.7,300,0.8,1
"432",432,0.7,300,0.85,1
"433",433,0.7,300,0.9,1
"434",434,0.7,300,0.95,1
"435",435,0.7,300,1,1
"436",436,0.75,300,0.3,1
"437",437,0.75,300,0.35,1
"438",438,0.75,300,0.4,1
"439",439,0.75,300,0.45,1
"440",440,0.75,300,0.5,1
"441",441,0.75,300,0.55,1
"442",442,0.75,300,0.6,1
"443",443,0.75,300,0.65,1
"444",444,0.75,300,0.7,1
"445",445,0.75,300,0.75,1
"446",446,0.75,300,0.8,1
"447",447,0.75,300,0.85,1
"448",448,0.75,300,0.9,1
"449",449,0.75,300,0.95,1
"450",450,0.75,300,1,1
"451",451,0.8,300,0.3,1
"452",452,0.8,300,0.35,1
"453",453,0.8,300,0.4,1
"454",454,0.8,300,0.45,1
"455",455,0.8,300,0.5,1
"456",456,0.8,300,0.55,1
"457",457,0.8,300,0.6,1
"458",458,0.8,300,0.65,1
"459",459,0.8,300,0.7,1
"460",460,0.8,300,0.75,1
"461",461,0.8,300,0.8,1
"462",462,0.8,300,0.85,1
"463",463,0.8,300,0.9,1
"464",464,0.8,300,0.95,1
"465",465,0.8,300,1,1
"466",466,0.85,300,0.3,1
"467",467,0.85,300,0.35,1
"468",468,0.85,300,0.4,1
"469",469,0.85,300,0.45,1
"470",470,0.85,300,0.5,1
"471",471,0.85,300,0.55,1
"472",472,0.85,300,0.6,1
"473",473,0.85,300,0.65,1
"474",474,0.85,300,0.7,1
"475",475,0.85,300,0.75,1
"476",476,0.85,300,0.8,1
"477",477,0.85,300,0.85,1
"478",478,0.85,300,0.9,1
"479",479,0.85,300,0.95,1
"480",480,0.85,300,1,1
"481",481,0.9,300,0.3,1
"482",482,0.9,300,0.35,1
"483",483,0.9,300,0.4,1
"484",484,0.9,300,0.45,1
"485",485,0.9,300,0.5,1
"486",486,0.9,300,0.55,1
"487",487,0.9,300,0.6,1
"488",488,0.9,300,0.65,1
"489",489,0.9,300,0.7,1
"490",490,0.9,300,0.75,1
"491",491,0.9,300,0.8,1
"492",492,0.9,300,0.85,1
"493",493,0.9,300,0.9,1
"494",494,0.9,300,0.95,1
"495",495,0.9,300,1,1
"496",496,0.4,400,0.3,1
"497",497,0.4,400,0.35,1
"498",498,0.4,400,0.4,1
"499",499,0.4,400,0.45,1
"500",500,0.4,400,0.5,1
"501",501,0.4,400,0.55,1
"502",502,0.4,400,0.6,1
"503",503,0.4,400,0.65,1
"504",504,0.4,400,0.7,1
"505",505,0.4,400,0.75,1
"506",506,0.4,400,0.8,1
"507",507,0.4,400,0.85,1
"508",508,0.4,400,0.9,1
"509",509,0.4,400,0.95,1
"510",510,0.4,400,1,1
"511",511,0.45,400,0.3,1
"512",512,0.45,400,0.35,1
"513",513,0.45,400,0.4,1
"514",514,0.45,400,0.45,1
"515",515,0.45,400,0.5,1
"516",516,0.45,400,0.55,1
"517",517,0.45,400,0.6,1
"518",518,0.45,400,0.65,1
"519",519,0.45,400,0.7,1
"520",520,0.45,400,0.75,1
"521",521,0.45,400,0.8,1
"522",522,0.45,400,0.85,1
"523",523,0.45,400,0.9,1
"524",524,0.45,400,0.95,1
"525",525,0.45,400,1,1
"526",526,0.5,400,0.3,1
"527",527,0.5,400,0.35,1
"528",528,0.5,400,0.4,1
"529",529,0.5,400,0.45,1
"530",530,0.5,400,0.5,1
"531",531,0.5,400,0.55,1
"532",532,0.5,400,0.6,1
"533",533,0.5,400,0.65,1
"534",534,0.5,400,0.7,1
"535",535,0.5,400,0.75,1
"536",536,0.5,400,0.8,1
"537",537,0.5,400,0.85,1
"538",538,0.5,400,0.9,1
"539",539,0.5,400,0.95,1
"540",540,0.5,400,1,1
"541",541,0.55,400,0.3,1
"542",542,0.55,400,0.35,1
"543",543,0.55,400,0.4,1
"544",544,0.55,400,0.45,1
"545",545,0.55,400,0.5,1
